497 ,I love to ride bikes with my 3 small dogs in the bike basket.
498 ,I get my excercise by walking pets.
499 ,I often ride in the park with my three pets.
500 ,"I love to fish in lakes that are in mountainous regions, which I’m sure is a place that a lot of lumberjacks go."
501 ,I enjoy cutting wood and fishing.  I really love to fish.
502 ,"Must be great working outdoors, are there other things you like doing outdoors?"
503 ,I like foods that are just as they came from the earth.
504 ,Vegetables grow well when the earth is in good shape as I like to cook different foods with vegetables.
505 ,I like food that grows from the earth.
506 ,"People say I'm too childish because I'm always into new and exciting action, but I don't think I'm too childish, I think they're too stuffy."
507 ,But I like to be adventurous.
508 ,I like to have fun with my parents.
509 ,My sibling likes to write too.  I was always into sports though.
510 ,I write too; ever since my accident.
511 ,My brother prefers sports.
512 ,My experience with Road trips is that it requires planning ahead just like meeting. I know it because I work as a meeting coordinator.
513 ,"I work as a meeting coordinator, and there are many times when the meetings I come up with involve many trips out of the office."
514 ,I like puppies a lot and have one name blue because that’s my favorite color.
515 ,My dog has a blue collar.
516 ,I am trying to decide what color of colar to get my new puppy.
517 ,"I love animals, and avoid anything that could harm them."
518 ,I like animals a whole lot.
519 ,I am a animal lover too.
520 ,my pet parakeet speaks in spanish
521 ,"I love speaking in different languages, and have heard that pets have their own special language to communicate with owners."
522 ,I have poodles I got from French and Italian breeders.
523 ,I lift at home
524 ,I'm trying to stay in shape and build muscle.
525 ,Weight lifting is a favorite hobby of mine.
526 ,"It's been a while since I was last in school, I'm married now and have five children."
527 ,Four of my five children are currently in school as students.
528 ,I attend college as an adult.
529 ,I got my masters in teaching.
530 ,"Completing higher levels of education is a reliable way to earn more money and live a happier life, so I'm determined to do so."
531 ,I am glad I finished college.  Now I have the degree to become a teacher.
532 ,I like to dance to oldies when off work from being a driver.
533 ,"Yeah I do have my side hobbies too, most of which others do not know of outside my ""normal"" work-life balance."
534 ,I like to listen to the radio when I'm driving.  I do deliveries for a bakery.
535 ,"I decided I couldn't afford college, so I went in the army instead."
536 ,I want to be a doctor.
537 ,"I'm going to go to college in a few years, once I'm done with my service. Right now I am in the army."
538 ,I can't afford most places I want to live since I am not motivated to work.
539 ,I have to work to have the money to get my own place.
540 ,you will need to get a good job if you want to move from your parents.
541 ,"I write songs for my musician career,"
542 ,"I want to share my feelings,"
543 ,I'm not a musician but I love singing. I even like to write my own songs.
544 ,Me and my boyfriend hang out in the park alot since he is unemployed.
545 ,"Not me, I'm married to my work. Unfortunately I'm pissed at my coworker right now."
546 ,my major is art.
547 ,My mom has always been into crafting. That's probably why I began to like painting.
548 ,I love when it thunders.
549 ,I love to go to the lake and one of my favorite horror movies takes place at the lake.
550 ,I also enjoy the outdoors.
551 ,My sister hates math. I think I like it because I am a boy.
552 ,I see a lot of reptiles in the area that I love.
553 ,i enjoy the water.
554 ,there are many lizards on the beach
555 ,I go to the pub on my day off.
556 ,"My job needs me to work three days a week, which is fine except it's at a brewery and I get a little sick of the beer smell. So I don't drink much because the taste of hops and barley is something I can do without."
557 ,"Not too bad then. I think many drink to cope with stressful, unfavorable work conditions in life."
558 ,It's what I chose for everything I buy. Even
559 ,"I noticed you wear a lot of dark colors, also your home has dark colors, what else do you own that is a darker color?"
560 ,Dark colors are my favorite colors.
561 ,"I like a lot of bright colors and patterns, even my car is pink!"
562 ,Dark colors are my favorite colors
563 ,I like dark colors on everything as well.
564 ,"My clothes are usually dark colors because that's just kind of my style. My home's like that as well and my vehicle is a dark color, too."
565 ,I like bright clothes but dark cars.
566 ,I tend to stick with darker shades as well.
567 ,I like buying gifts with the money I earn from my job.
568 ,I make money by knitting.  I give some of my work to my friends.
569 ,"I quit my job so I could concentrate on my hobbies, like knitting. I like knitting for my friends."
570 ,Usually I watch television with my family.
571 ,"I like to watch foreign television which is good because I don't get out much due to my old age. At this stage of my life, I am a grandmother."
572 ,"Yeah as not all ""good"" media or content must always be ""Americanized"" or etc. My relatives have become a bit too sucked in regarding American politics."
573 ,Sounds enjoyable if it were possible to lounge as such for more days of the week!
574 ,I like teaching kids things I have learned from books.
575 ,I work at a summer camp with kids and teach them how to swim and practice water safety.
576 ,"I enjoy reading as well, my job also requires me to read, because I work with children. What do you do for work?"
577 ,I work as a librarian.
578 ,I read by the lake when off work on the weekends.
579 ,"Great, at what level do you study math?"
580 ,I preferred reading when I was in school. Are you in school currently?
581 ,I work off a lot of calories at work.
582 ,I ate at burger king before jumping out of the airplane.
583 ,"I like doing risky things, but one of the things I never risk is my own health. I'm safer jumping out of airplanes than going to eat at burger king."
584 ,I like to exercise before driving to work.
585 ,Before I drive to work I like to go for a morning run.
586 ,"I own a vehicle now because my new job is too far away to walk. So since I don't walk to my job any more, I like to exercise before work."
587 ,"My mother never worked, but I have a business selling morning drinks."
588 ,I have a better job.
589 ,"Mine stayed at home, but always encouraged me to have a career."
590 ,"That is a great hobby, I am surprised how many nice homemade items that I can find in thrift shops"
591 ,I also like to visit thrift shops because I love unique things that you can't buy in the store. I even like to to sew my own clothing.
592 ,"I like remodeling old stuff, especially on clothing"
593 ,I got my first pet after I graduated from foster care.
594 ,"My parents like to do that too, they named my childhood dog Twinkle."
595 ,"I didn't have parents growing up, but I did have pets, and I remember the names of every one of them to this day."
596 ,"me too, i like bringing my dog. i am a huge fan of them."
597 ,I love to take road trips and I especially like to go visit different dog parks because I am a huge fan of dogs.
598 ,Me too! I often take my dog with me
599 ,"Sea food is good, but you can only get good sea food at a market 30 miles away. You need a car to get there."
600 ,How would you like to go to the beach?
601 ,I drive 10 miles to my favorite seafood spot.
602 ,"I don't work either,  I spend my days at the ocean."
603 ,I stay at the beach all day
604 ,i want to work as a lifeguard
605 ,I moved so I could pursue my dreams.
606 ,My dad wrote about Sydney in his travel diary.
607 ,My dad wrote a novel about Sydney.
608 ,I listen to music all the time.  I usually play it while my mom cooks so she isn't bored.
609 ,I like to listen to music with my mom.  She is really a good cook.
610 ,I listen to music while cleaning and cooking. My mother taught me to cook - she's a great chef.
611 ,I like writing music.
612 ,I make songs in my spare time.
613 ,"I also like artistic things, especially music and singing. I like to sing all genres of music, and I am a fan of everything from classic rock to rap."
614 ,I am a cooker not a fighter.
615 ,I guess technology is mine.  Though you sure meet some awful people online.
616 ,I am part of a cooking message board online.
617 ,"me too but it's hot where i am. i live here anyway because of the convenience of walmart, where i like to do all my shopping."
618 ,In the cold I have to buy warm clothes often.  I want them inexpensive so I like to do all my shopping at Walmart.
619 ,I have other interests besides music.
620 ,I have a lot of free time.
621 ,"I am a musician and I am interested in all types of music, from rock to classical and even soundtracks--for instance, I love video game soundtracks because I really like to play video games!"
622 ,me too! i work at a coffee shop where i do it during breaks
623 ,"Dad gave me a toy vehicle, which all my pets love to play with. My kitten used to as well, but sadly my kitten Fluffy passed away suddenly."
624 ,one time I got a cat for christmas
625 ,My dad gave me a toy once.  It was after my kitten passed away suddenly.
626 ,I play tennis with my brother and sister.  I love them very much.
627 ,I wish I was skilled in tennis.  I admire Venus and Serena.
628 ,my brother used to be a professional badminton player
629 ,I have never played tennis before but I keep pretty active as I work as a lifeguard.
630 ,I don't like spending time indoors. That's partially why I work as a lifeguard.
631 ,Is it your job?
632 ,I have been able to hit a lot of attractions because I love to walk through nature.
633 ,I like to vacation in the mountains to see the attractions and to see the beauty of the parks.
634 ,My favorite attractions are National Parks.
635 ,I love the fashion that people wear at the beach.
636 ,I know there's a lot of demand for suitable wear for beach sports. This is one of the reasons why I enjoy the fashion and beauty industries.
637 ,The fashion and beauty industries have come a long way when it comes to designing beachware for sports.
638 ,I've done great on my beach volleyball team during the summer which helps me observe new trends coming out in both the fashion and beauty industries.
639 ,I love watching professional beach volleyball and my girlfriend always picks up great bathing suit ideas from the players!
640 ,I prefer playing video games instead
641 ,But I often play x box for so long that I don't have any time to cook food for myself and have to order delivery.
642 ,"Most of my meals are frozen foods that I heat up in the microwave, so I have more time to play video games. I like playing X Box."
643 ,"I do as well, I went hiking in the countryside of France over the summer, it was wonderful!"
644 ,"hiking sounds fun. i don't go out much, i haven't even been out of the country."
645 ,I like to travel to different parts of the country and go hiking.
646 ,i would like to work at a homeless shelter
647 ,"Yes, I agree with you.  I want to help people because I care about others."
648 ,People are all human like myself so I care about others.
649 ,My dad and mom's company is an art exhibition showing paintings and statues.
650 ,I always liked art.  I buy nice pieces from the money that I make managing my parents' company.
651 ,I used to own an art gallery.
652 ,I work at a green salon.  I don't like wasting plastic.
653 ,"I couldn't handle all of the chemicals used there, though I tend to be fanatical about that, according to some."
654 ,The salon I go to is always throwing out their plastic products and it annoys me.
655 ,I've noticed that women from countries with the cleanest air and most pristine environment tend to be the msot beautiful.
656 ,"I care about the environment so I travel around the globe helping with conservation efforts, and I can't help but notice that females from other countries are pretty."
657 ,Last year I went to an environmental symposium in europe and met a lot of attractive women.
658 ,My husband is tennis player and educator.  I am married to a lecturer at the University of Maryland.
659 ,I play next to a college.
660 ,On weekends my wife and I go out onto the courts to play racketball.
661 ,Music gives me peace.  It's hard when you haven't told your family that you are gay.
662 ,I was in a band for a while. It's how I met my boyfriend.
663 ,There are many gay musicians right now.
664 ,I did not follow in my dad's footsteps.
665 ,"Jobs involving driving are not my forte really, but some people do like that."
666 ,"I used to work in law enforcement, but the job was too dangerous and I changed over to becoming a rig trucker."
667 ,I recently got a new job as an executive.
668 ,"My work is in leadership at Safeway, but someday I hope to work myself up to the executive ranks because I would love to be a professional."
669 ,I'm applying to local grocery stores for a managerial position.
670 ,I love to travel which fits perfectly with my job because I work as a freight truck driver.
671 ,I get to travel all over because of my job. I work as a freight truck driver.
672 ,My job lets me see many different places.
673 ,I only started really liking sports because of the raptors. I live next door to their star player and he's a very nice guy.
674 ,I have always like sports.  I like going to Raptors' games.
675 ,"I've been a big sports fan since I moved here, that's why my favorite team is the Raptors."
676 ,"If you like stories, I have a lot of stories about my skiing vacations."
677 ,I like to hear about different medical issues.
678 ,People who have to stay at the hospital usually have interesting stories.
679 ,My dad hates apple products so much that he takes their products out to the ocean and throws them in the water with the sharks.
680 ,That sounds dangerous which is why I stick to photographing sharks with anything but apple products.
681 ,I like to record my adventures on my phone.
682 ,"I love gambling, and want a career in casino management."
683 ,I love going to Vegas
684 ,"That's cool, I never win at the Casino, so I try not to go. Do you still want to move to Vegas?"
685 ,I have to check my voice because I give many business presentations.
686 ,"I wanted to sing, but I had to go to college."
687 ,"I can't sing in tune to save my life, but I could sell an icecube to a snowman."
688 ,I really enjoy doing vocals with the band I put together. And now we can play in adult clubs because I just left my teens.
689 ,I want to be in a band by the time I'm in my twenties.  I've just left my teens.
690 ,I'm older so i stopped.
691 ,In my free time I like to spend time with my kids and remodel houses.
692 ,Home design is my passion along with my kids activities.
693 ,"I like the idea of it, but I guess I would rather do other things than that with others/socially more."
694 ,When I am not redesigning houses I like to be with my kids.
695 ,My whole family volunteered for Habitat For Humanity and I got to spend a lot of time with my kids helping to build and design the houses.
696 ,"I would love to redesign houses, but that would take away time from my friends."
697 ,"I was abroad just last week. I went to mexico, got my hair done there. It's so short and pink now."
698 ,I bet I could prepare something with it in a way you would like.
699 ,When I am not working I am fishing.
700 ,"I love fish and I'm interested in everything about them, which is great because I can read everything I want since my career is in a library."
701 ,I like to fish when I am not working as a librarian.
702 ,My kids and I stay at our ski house in colorado.
703 ,"I have a lot of kids and they're all very active. Their favorite activity is skiing, so it's lucky I have a ski house in Colorado."
704 ,I like to take my kids to my ski house.
705 ,"I have a lot of kids and they're all very active and fun-loving. They really love winter sports, which works out well because I have a ski house in Colorado."
706 ,I take my kids skiing every winter.
707 ,My kids loving playing with snow so I have a ski house in colorado.
708 ,I grew up in a house that watched a lot of sports. I believe that's why I like basketball.
709 ,I really like to spent time outside with my boys playing basketball.  Fortunately I like basketball.
710 ,I like basketball a lot and see a lot of fathers with their sons playing at the park I go to.
711 ,"My mother is the greatest chef in the world and I especially love her old world dishes. I'm a traditionalist when it comes to everything, though; for example, I really enjoy watching classic films over the new ones."
712 ,My mother never really cooked.  She instilled a love of classic movies to me though.
713 ,My favorite hobbies are cooking and watching films.
714 ,"I'll bet he had some stories to share. My mom worked at a school, and she told us some real whoppers!"
715 ,My dad often worked in a school to make sure the kids where safe.
716 ,My dad work late nights as a police officer which was the opposite of my mom’s dayshift at the school.
717 ,I actually look at art books when I'm exercising because it keeps my focused.
718 ,"I love to exercise on a machine with two wheels and foot powered pedals and when I do, I usually visit this lovely outdoor gallery nearby. It's terrific because I can check out the artwork and still exercise, which is perfect because I really enjoy art."
719 ,I prefer more sedentary activities.
720 ,I enjoy learning about railroads because it helps me with the train set I'm building in my basement with my dad. And he's great because he always brings me things to add to it; yesterday my dad gave me a toy vehicle to park at the train station.
721 ,I used to play with toy trains as a child.
722 ,I'm guessing you get many train-related gifts.
723 ,I always like to cook for my house guests and treat them well.
724 ,There's always someone rude in the aisle when I go grocery shopping for things I want to cook.
725 ,"Cooking is something I love, which makes it easy for  me to be nice to people by giving them food."
726 ,My parents won't let me have a cat. I live in their basement.
727 ,"I like cats and dogs.  Unfortunately, I cannot have any pets since I live in my parent's basement."
728 ,My parents are not really big cat fans so they don't really want them in the house.
729 ,My education has helped me understand so much.  Religious studies has opened my eyes to my own religion.
730 ,I also care about my church.
731 ,"I heard you were accepted into a really great private school, isn't it that Catholic school in the city? Are you religious?"
732 ,I work hard to support my kids.
733 ,"I wish I made more because it's hard to provide for all of them. My job is kind of boring, too."
734 ,"I don't like my job, but I have to work here to make enough money to support my kids."
735 ,"I am in debt as well, plus I am failing some of my classes."
736 ,"I wish I had more money to buy nice clothes but I only have a low paid job.  Since my employer pays for my gym membership, I exercise often and have nice muscles."
737 ,"I have nice clothes, but I don't wear them a lot because I workout often and am usually wearing gym clothes."
738 ,I like tight fitting clothing because it shows off my muscles.
739 ,"I've been to a few games in the area, but I tend to travel a lot."
740 ,I have not experienced many different places since I do not travel much unfortunately.
741 ,Being in winter weather calls to me.
742 ,One of my students thinks I should perform in movies
743 ,I need to get rid of baby fat.
744 ,My husband owns a gym in California.
745 ,I use to exercise a lot when I lived in Europe but now I have moved to a the US.
746 ,I prefer lovely things that fill the soul.
747 ,I love reading scary books while I sit on my porch as the sun is setting. The sky is so pretty that time of day and it creates a really spooky mood when the sun starts to go down.
748 ,Sometimes I have to stop reading and just look up.
749 ,I can really get drawn into books and music.
750 ,"I try to read one book a month, I also really like live music."
751 ,"I devour at least 1 book a week because I just love art of all types. For example, in addition to reading, hearing people sing from the heart can move me to tears."
752 ,"I also like trivia, especially about animals."
753 ,"I find myself to be fully equipped for a battle of words, which comes in handy because my friend and I like to argue about everything. We even debate about the animal kingdom; for instance, he hates sharks and I am a fan of the great white."
754 ,"I often get into arguments with friends who don't like the great white as much as I do, but I'm not good at debating with words. I prefer to fight physically!"
755 ,I am enjoying university but I miss my dogs at home.
756 ,I am fresh into the post graduate world because I just graduated with my veterinary degree. I have always wanted to be an animal doctor because I love canines.
757 ,That sounds interesting.  I have always wanted to do post graduate in animals.
758 ,"I especially like French manicures.  I wonder if they were invented in France?  I've never been to Europe at all, and I really want to go there."
759 ,Manicures are a great way to treat yourself.  I'd really like to treat myself one day to a trip to Europe though.
760 ,I hear there are some great beauty shops and manicurists in Europe that I can't wait to visit.
761 ,My local supermarket likes to play rock music and they say the best musicians were rockers from the 60s.
762 ,I know a rock musician who used to work at a supermarket when he was a teenager.
763 ,"I am employed at the supermarket, which is a good job except the music they play over the store speakers is so cringe worthy. I think I'm gonna try to get them to play some classic oldies rock because, in my opinion, the best musicians were rockers from the 60s."
764 ,I always have to kill a bug when there is one in the house.
765 ,My children kill insects for me.
766 ,One of my children is terrified of dolphins.  Are you or your children afraid of anything?
767 ,I even wear my suit when I go outdoors for a walk to enjoy the sunshine and wide open sky. I love wearing a suit!
768 ,The sky is beautiful and that is the reason I choose clothes in the colors of the sky.
769 ,I like the color of the sky.  I have a suit in that tone.
770 ,I like to swim in the lake.
771 ,I'm afraid of heights. I'd rather swim. Have you been to the pool?
772 ,I like mountain sports and swimming.
773 ,I don't exercise enough because of my studies.
774 ,I'm not. I've been concentrating too hard on school to exercise. I have to get good grades.
775 ,I would love to work out more but I am busy with school.
776 ,My parents think I should get a dark colored vehicle.
777 ,When I get a chance to see my parents I use my vehicle to drive there.
778 ,"i was going to visit mine last week, but my white honda was covered in mud."
779 ,I listen to a lot of music at work at the salon. I love to cut hair.
780 ,I love working with my hands.
781 ,"I like to listen to music, but my real interests involve cosmetology."
782 ,It's important to balance hustle and bustle with tranquility. I believe that is why I like to fish.
783 ,Being close to nature lifts my mood.
784 ,I have a lot of hobbies that keep me happy.
785 ,i love working with children.
786 ,"I respect that, do you have any kids? Do they attend school with you?"
787 ,Football parties are great.  I love to have parties and drink beer and eat food.
788 ,I like watching football with my friends. We go to someone's house and we drink beer and eat food.
789 ,Will your career be able to support your new spouse?
790 ,After my last marriage I was encouraged to switch occupations.
791 ,I am in military also but in the airforce branch as a pilot.
792 ,"What a coincidence, I'm in the Air Force. I travel all over and fly airplanes."
793 ,"That is really scary to talk about because you don't know how your family will react. I completely understand, I went through that too. Do you want any of this before we keep talking?"
794 ,My family doesn't know I'm gay.  My new boyfriend is a guy at the candy shop I love to visit.
795 ,"When I was growing up, my parents disapproved of two things: eating candy and being gay."
796 ,My mom also let me have exotic pets. She is the best.
797 ,I always wanted a pet as a child but my parents would not let me have one.
798 ,"It's hard to cook for my odd animal because it doesn't eat regular pet food, but my mother is such a good cook that she can prepare meals for it to eat."
799 ,I pet my cats while playing video games.
800 ,I do too.  My cat loves watching me play games.
801 ,I even have a video game based on cats.
802 ,"I find most clothes ill-fitting, that's why I don't wear shoes."
803 ,"yea,but too bad you cant make sneakers that way."
804 ,I don't make my own shoes though.
805 ,Basketball is a popular sport in my home state. I am from Texas.
806 ,"where i'm from, texas, it's also a big deal"
807 ,Basketball isn't too big where I grew up. I am from Texas
808 ,My parents want to take me out for a celebratory clam dinner.
809 ,I am going to school to earn a degree in marine biology. The only problem is that I hate shelled things.
810 ,"I have to buy shelled things because they're all I can afford, so I'm thinking about going back to school for a degree to earn more money and can buy better food."
811 ,My parents were always too busy to take me out so I got obese.
812 ,"The law firm where I work always takes the employees on beach retreats, and I avoid situations where I have to wear swimwear."
813 ,"I typically avoided the pursuit of higher education to instead focus on hobbies, dreams or passions."
814 ,I inherited the farm after my service in the military
815 ,"The most popular pet in Canada is a dog, followed closely by a cat."
816 ,I once dated a girl from Canada that had three cats.
817 ,My pets are from Canada.
818 ,I once raised a moose.
819 ,I love pets too.  I brought my dog with me when I moved from Canada.
820 ,"I love my pets. Actually I love all animals: dogs, cats—even moose. Granted, moose might seem strange to you, but I hail from Canada so it makes sense."
821 ,I have a lot of studying for school and need to do it in the evening.  It's a lot of work studying to be a dentist.
822 ,Studying to be a dentist it’s something that causes me to have a lot of nights with little bedtime.
823 ,I prefer spending my free time just having fun.
824 ,Sweet! Do you do it on weekends? Any other hobbies?
825 ,It makes going to school difficult at times
826 ,I am a busy student and don’t have the time right now to even think about having kids.
827 ,I would like to have lots of kids once I get married and have a good career. Right now I am a student.
828 ,I like to volunteer with my wife.
829 ,We have a charity to help people that just launched in Texas.
830 ,i have a wonderful female companion.
831 ,I read books to my class at school.
832 ,I am an avid book lover and I derive so much satisfaction by helping children become comfortable with reading and ultimately writing their own stories and ideas.
833 ,I like teaching.
834 ,Hobbies are important to maintain sanity.
835 ,I know a lot of people -- usually kids though -- that probably have some similar ideas of themselves.
836 ,My siblings feel they are somehow buccaneers.  One of them is just starting school.
837 ,I have a little sister that pretends like that.  She just started school.
838 ,I like bright splashes of color on everything.
839 ,I drive to work in it. I work at a tattoo parlor.
840 ,"Every day, I travel around the city in my vehicle, which is painted a midnight color, which kind of matches me, because I have a couple of paintings on my body."
841 ,I would love some cash in my hand.
842 ,I wish I heard it more often.
843 ,Cash money is a good thing.  I really want to get a job.
844 ,I have a part time job too.  I still live at my parents house because it doesn't pay a lot.
845 ,I don't have a job so I live with my mom.
846 ,I don't make a lot of money.
847 ,"I read the stories out loud, but I have poor eyesight."
848 ,I like cool glasses when people tell me stories.
849 ,"Well, I have a good story for you.  It's about why I sport trendy lenses."
850 ,I got a few when I was on the track team.
851 ,My biggest trophy was from winning first place in State for Cross Country
852 ,I love to run and have one quite a few trophies in my lifetime.
853 ,Apartment usually prohibit pets so I live in a stand alone.
854 ,"I have a lot of pets. I'm talking a LOT of pets. No, more than a lot—I have too many pets. But I just can't help myself when I see an animal in need. At least I'm not bothering anyone else because I live in a stand alone."
855 ,I want pets but I live in a small apartment.
856 ,I had to leave my home in pennsylvania to a warmer climate because of my health.
857 ,It hasn't been a very easy change for me to move north.
858 ,My medical condition is worse since I moved to the cold climate of Pennsylvania.
859 ,I ate snacks with my dad there once.
860 ,"When people gets old, they forget things. We asked for snacks and my dad brought roses."
861 ,My dad also bought a candy bar along with the roses for a snack.
862 ,"I had to work at my parents' business too because I couldn't get hired anywhere else, and that's where I learned to keep a positive attitude."
863 ,"Oh really, was it really difficult to work there?"
864 ,I hope to expand the business one day and I think I can.
865 ,My children all have different fathers.
866 ,One of them was starting a family at such a young age.
867 ,"We all have. For instance, I got pregnant too young, but now I have five kids that I wouldn't trade for anything in the world."
868 ,I am sad when I have to leave my cats to go to work in the morning.
869 ,"I like felines and I have a bunch of them. I wish I could take them to work with me, but my career is in a library so I can't."
870 ,I like cats too.  I can't wait to see them when I come home from work at my job in the library.
871 ,I don't watch a lot of television.  I like to hike and spend time outside.
872 ,I don't like to watch tv. I like to be out in nature intsead.
873 ,I started hiking because my favorite television shows had commercials that went on for so long that I just turned the TV off and went outside.
874 ,I can watch movies for free at the university.  I am a student there.
875 ,"I enjoy watching animated films. In fact, I love them so much that I decided to major in film production now that I'm a student at the university."
876 ,I used to study filmmaking in university.
877 ,How many hours do you sleep a day
878 ,"I like to run too because I want to stay healthy. I try to exercise, eat right, and I always sleep 8 hours per day."
879 ,Lots of running has me tired by the end of the day.
880 ,I eat a pasta meal before skydiving.
881 ,I'm trying to train for skydiving by eating lots of grains and pasts and working out.
882 ,My favorite hobby is cooking but I'd like to try skydiving.
883 ,I go on hikes whenever I can.
884 ,"I care about the environment too, because I love nature. I like to spend lots of time outside, enjoying the plants and animals."
885 ,"The outdoors is my real passion, and I'm involved in environmental activism in my free time."
886 ,I am more of a coloring book person.
887 ,I work with numbers and i work out daily.
888 ,"Accounting is mainly a desk job, which makes staying in shape hard. I try to make sure to get enough exercise, which is why I enjoy running."
889 ,"I am an accountant, but I hate being cooped up in an office all day so I can't wait to get outside and take a run because I enjoy running!"
890 ,I have always wanted to meat an artist so they could make a portrait of my pet.
891 ,"Oh yes, I have seen some of your art before, you do a lot of pictures of your cat. What was his name again?"
892 ,"I enjoy hockey, except for the teeth getting knocked out.  This is why i’m studying to be a dentist."
893 ,Sports is my favorite hobby when I'm not studying to be a dentist.
894 ,"That is a great career, do you have any other hobbies and sports that keep you busy in college?"
895 ,"When I want to learn any dance, I look for books about dances throughout history."
896 ,I am more of a homebody.
897 ,When I relax I like to read.
898 ,"But I injured myself and wasn't able to compete professionally, so instead I started studying political sciences."
899 ,"I'm not really into politics, I enjoy sports more. I really like college football, do you watch sports?"
900 ,I studied politics in college.  I played football when I attended.
901 ,My brother has a girlfriend.  I have an older brother and sister.
902 ,My family love my girlfriend as well.
903 ,"That's nice, do you have any single brothers?"
904 ,"I would be heartbroken if I lost my hair—but I'm very much into looking good, above all else."
905 ,I am thinking about getting a hair transplant.
906 ,I am thinking about shaving.
907 ,It takes me a few weeks to get through a 6 pack of beer.
908 ,"I don’t live with anybody else, which makes it better for me to enjoy my beer and wine."
909 ,this way I can get drunk alone
910 ,I do not think I would be a good parent.
911 ,One of my bad choices was getting pregnant in high school. Raising my own kids is hard.
912 ,"I wasn't either, until I had my son. I made bad choices in the past, but everything turned out for the best."
913 ,I work online only.  I usually work while bumping odd music.
914 ,I am lucky that I can listen to music when I am working.
915 ,I listen to pop punk music on the internet.
916 ,I find most of my music on the internet.
917 ,I work on the internet so I can have music.
918 ,I stream music on the internet.
919 ,"It is nice to have any kind of ""understudy"" -- or one who can learn some stuff from you and enjoy such."
920 ,I bring my pets to schools to give talks.
921 ,I used to have a baby lizard.  It was fun teaching my little sister about it.
922 ,I bite my fingernails and I'm trying so hard to stop because I hate the way it makes my hands look. I can't afford to be self-conscious about my appearance in any way because I work in sales.
923 ,I also bite my fingernails because my work makes me nervous.
924 ,"I try keep polish on mine so I won't, as appearances matter too much in my line of work."
925 ,I am like a free bird flying in the sky because I did not follow what my parents wanted of me.
926 ,I breed birds for a living.
927 ,"I had a bird, but I didn't care for it right and it died."
928 ,I think that animals should have rights too.
929 ,I love animals as well which I why I chose to work for peta.
930 ,The reason I work for peta is because I care about animals so much and think they deserve equal rights as humans.
931 ,i prefer a business suit like the ones lawyers wear
932 ,"Don't blame you; most of it is so skimpy.  My mom and dad say such public exposure should be illegal, and I guess they should know as my mom and dad have a degree in law."
933 ,"I was never allowed to swim,  anything else that most children do."
934 ,I have younger siblings and they love snow and like to watch games.
935 ,I like to play games with my siblings
936 ,"The smell of the ice and the coldness in the area draws me to games, because it's better spending time inside. I am an older sister and I play them with my little brothers"
937 ,My packages were delayed because of the weather.
938 ,This saves me from having to drive to the store in wintery conditions.
939 ,i like going to the store when it's sunny outside.
940 ,I enjoy going to walk in the mall.
941 ,I am into indoor activities.
942 ,One of my favorite places to go is the mall and I see a few new tennis stores in there.
943 ,Growing up in Canada gave me a real appreciation for the computer.
944 ,"I grew up in Canada before moving to warmer climates, and because it was so cold there all the kids stayed indoors playing on their computers."
945 ,Cool! I am from the US! Do you have any hobbies?
946 ,I hate it when business owner friends ask me to help with their website for free.  I just tell them I like to donate time and money to charity.
947 ,I also have a bit of time away from the computer to attend to the public in general.
948 ,"I have a pet dog, I go on runs with her in the morning. Do you like running?"
949 ,It is sometimes hard to manage them all at once so I have to stay in great shape.
950 ,I go to the gym so much and stay for so long that I had to ask a neighbor to watch my pets while I was gone.
951 ,I want to visit the cat cafe in Portland.
952 ,I often have to find someone to pet-sit my cat because I really love to travel.
953 ,"I eat whatever is around, as  it's not where my interests lie."
954 ,I know a great place with cheeseburgers and great music.
955 ,I like the music they play at the local burger place.
956 ,"I got a classical education, too, but it doesn't pay much."
957 ,"Very impressive; I am also pursuing higher education, but it is expensive, and I can hardly afford housing.  I rent a one bedroom."
958 ,I live near the school.
959 ,"Sometimes, I do like to get outdoors though and head to the pool."
960 ,Computers are an important part of aviation.
961 ,I lift a lot of weights at the gym.
962 ,I go to the gym often.  I like to lift weights.
963 ,I am trying to get bigger muscles.
964 ,I have a bench at home. I can lift a lot of weights.
965 ,I just started weightlifting.
966 ,"I don't have the time to commute to a gym every day, so I bought my own weights that I work out with frequently in my home gym."
967 ,I have two kids.  We like to exercise together on these cool pedaled machines.
968 ,"With many kids in the house, we got a lot of exercise running and playing.  Now my exercise comes from a gym machine."
969 ,I have to exercise because I have six children of my own and I've been gaining a lot of weight from the pregnancies.
970 ,Since my kid moved out I keep myself busy by taking the dogs out for walks.
971 ,I used to pet sit for a friend who has 2 dogs and a cat.  They also have a little girl.
972 ,I never had dogs because my son was allergic to them.  He's an adult now though.
973 ,My cat eats what I eat.
974 ,I always end up giving my food to my cat.
975 ,I like to feed my cat simple foods.  I named her after a president.
976 ,My parents own a gym.
977 ,I like my work and the rest of my life being very separate.
978 ,I work for my mom and dad too. I usually start the day by hitting the gym because it can be stressful.
979 ,i take care of my aging parents.
980 ,"I do too, but do not really enjoy running nor the conditions of my living now which would encompass such."
981 ,"Same here, I really enjoy running. Where are you currently living, we should go running together sometime."
982 ,I work with kids and love to spend time with my own kids.
983 ,"Honestly, it's not just my kids, but all kids."
984 ,Usually parents or those with kids will say that -- it makes sense though from a bare perspective on life and health/living altogether I suppose.
